,pospair,negpair
10143,*MOT: can you sit up straight ?	*CHI: I know where I could find a crocodile .,*MOT: can you sit up straight ?	*CHI: can you put this mummy in the house ?
10144,*MOT: why would it be fourteen ?	*CHI: I don't know .,*MOT: why would it be fourteen ?	*CHI: only little bit .
10145,"*MOT: Eleanor , what's the matter with your nose , darling ?	*CHI: got broken back .","*MOT: Eleanor , what's the matter with your nose , darling ?	*CHI: on a hat ."
10146,"*MOT: can you tell me when ?	*CHI: go on , Mum .","*MOT: can you tell me when ?	*CHI: Mum , we can't ."
10147,*MOT: what would a rabbit eat ?	*CHI: oh I forgot my food .,*MOT: what would a rabbit eat ?	*CHI: is Awww and Dad come ?
10148,*MOT: are you coming to open this again ?	*CHI: that bit's the .,*MOT: are you coming to open this again ?	*CHI: where you going ?
10149,*MOT: what's Mama having for breakfast ?	*CHI: I don't know .,"*MOT: what's Mama having for breakfast ?	*CHI: oh , Jwww !"
10150,*MOT: who's your friend ?	*CHI: mm don't know .,*MOT: who's your friend ?	*CHI: x red one .
10151,*MOT: where's Miss Sunshine gone ?	*CHI: I don't know .,*MOT: where's Miss Sunshine gone ?	*CHI: dat's Oscar grouch .
10152,*MOT: what are you ?	*CHI: I'm a big girl !,"*MOT: what are you ?	*CHI: that purple, blue, green ."
10153,*MOT: can we do work well yesterday ?	*CHI: “no” I said !,*MOT: can we do work well yesterday ?	*CHI: what is that ?
10154,*MOT: come here what ?	*CHI: can we just make it hard .,*MOT: come here what ?	*CHI: do you want a star one ?
10155,*MOT: is she sleepy ?	*CHI: ssh ssh ssh .,*MOT: is she sleepy ?	*CHI: watch Blues Clues .
10156,*MOT: what did you eat ?	*CHI: some of my peanuts and .,*MOT: what did you eat ?	*CHI: is he going to stop ?
10157,"*MOT: and they were fighting with each other .	*CHI: , how did Betty stopped it ?",*MOT: and they were fighting with each other .	*CHI: I don't know what it is .
10158,"*MOT: you mean in Hebrew ?	*CHI: no , English .",*MOT: you mean in Hebrew ?	*CHI: dolly can't talk .
10159,"*MOT: mhm would you like to listen to it after dinner ?	*CHI: no , right now .",*MOT: mhm would you like to listen to it after dinner ?	*CHI: the ice cream van .
10160,*MOT: where's he going to go ?	*CHI: with you guys .,*MOT: where's he going to go ?	*CHI: oh fallen down .
10161,*MOT: how do you just slip it in ?	*CHI: baby think here .,*MOT: how do you just slip it in ?	*CHI: that's a cow .
10162,*MOT: she went bye bye .	*CHI: where's Jane at ?,*MOT: she went bye bye .	*CHI: don't like them .
10163,*MOT: I don't know .	*CHI: where did she go ?,*MOT: I don't know .	*CHI: what does she do ?
10164,*MOT: how do you know ?	*CHI: the two passengers are in there .,*MOT: how do you know ?	*CHI: they will ache in a minute .
10165,*MOT: oh what's that ?	*CHI: it's a butterfly .,*MOT: oh what's that ?	*CHI: it's all gone .
10166,*MOT: well these are the toys you have for this part of it .	*CHI: what is that chair doing ?,*MOT: well these are the toys you have for this part of it .	*CHI: what's got else in there ?
10167,*MOT: I don't know .	*CHI: where are the toys ?,*MOT: I don't know .	*CHI: draw a snake a .
10168,*MOT: oh there's a pilot in there ?	*CHI: no this is an air .,*MOT: oh there's a pilot in there ?	*CHI: it would bite his tail .
10169,*MOT: do you see anybody in there ?	*CHI: no I don't .,*MOT: do you see anybody in there ?	*CHI: blue and yellow .
10170,*MOT: mhm what's he doing ?	*CHI: there's guys in there .,"*MOT: mhm what's he doing ?	*CHI: in the, in in ."
10171,*MOT: I don't know .	*CHI: where is she ?,*MOT: I don't know .	*CHI: it doesn't fit .
10172,*MOT: what's the driver doing ?	*CHI: he's driving over here .,*MOT: what's the driver doing ?	*CHI: put it on there .
10173,*MOT: look at this .	*CHI: what are those ?,*MOT: look at this .	*CHI: I want this .
10174,*MOT: I don't think so .	*CHI: does does the guys go in here ?,*MOT: I don't think so .	*CHI: I want to find the gorilla now .
10175,*MOT: why do you suppose he needs those ?	*CHI: to see well .,*MOT: why do you suppose he needs those ?	*CHI: oops oh dear .
10176,*MOT: what's on top ?	*CHI: I don't know .,*MOT: what's on top ?	*CHI: a long one .
10177,*MOT: how can you tell ?	*CHI: because they're good dancers .,*MOT: how can you tell ?	*CHI: I want get him .
10178,"*MOT: what is that ?	*CHI: um, I do know .",*MOT: what is that ?	*CHI: these are the berries .
10179,*MOT: would you like to tip that into the bowl ?	*CHI: I know what I'll do .,*MOT: would you like to tip that into the bowl ?	*CHI: is it a little table ?
10180,*MOT: I'll hold the bowl .	*CHI: can I have some more ?,*MOT: I'll hold the bowl .	*CHI: I got mud on me .
10181,*MOT: Winnie the pooh or Tigger ?	*CHI: I don't know .,*MOT: Winnie the pooh or Tigger ?	*CHI: dance a Bella .
10182,*MOT: you needta put the icing on first .	*CHI: can I eat them ?,*MOT: you needta put the icing on first .	*CHI: you lost your food .
10183,*MOT: why did you upset her ?	*CHI: because and she didn't like it .,*MOT: why did you upset her ?	*CHI: there was sick on your back .
10184,*MOT: is it allowed ?	*CHI: I'm the cook so you had better ask me .,*MOT: is it allowed ?	*CHI: those soft big pillows and things on the couch .
10185,*MOT: where's he keep going ?	*CHI: walking off with nothing .,*MOT: where's he keep going ?	*CHI: this the purple one ?
10186,*MOT: where would you like me ?	*CHI: over there to drive the train round here .,*MOT: where would you like me ?	*CHI: does it stick where it has to stick ?
10187,"*MOT: where's it going to , this train ?	*CHI: Manchester and Picadilly and London .","*MOT: where's it going to , this train ?	*CHI: a mouse wants a book ."
10188,*MOT: what's in that box up there ?	*CHI: you just have to look .,*MOT: what's in that box up there ?	*CHI: but all of the legs .
10189,*MOT: there was nothing else in the other rooms .	*CHI: does no one like room two ?,"*MOT: there was nothing else in the other rooms .	*CHI: , you, you, you, like knock ."
10190,*MOT: what's your name ?	*CHI: my name's Puppy .,*MOT: what's your name ?	*CHI: then I flied .
10191,"*MOT: have you come to play with the puppy ?	*CHI: now , Puppy's , on holiday .",*MOT: have you come to play with the puppy ?	*CHI: Nicole hadn't got one of them .
10192,*MOT: a nickname is something you call someone instead of their name .	*CHI: have I got one ?,*MOT: a nickname is something you call someone instead of their name .	*CHI: I need this out .
10193,"*MOT: how did you know they were ten pees , Helen ?	*CHI: because I look at the number .","*MOT: how did you know they were ten pees , Helen ?	*CHI: no I want to read that ."
10194,*MOT: now what are you doing ?	*CHI: putting the pillows in .,"*MOT: now what are you doing ?	*CHI: we always play, sometimes ."
10195,*MOT: where did you do marching ?	*CHI: in the lounge .,*MOT: where did you do marching ?	*CHI: no it's a .
10196,*MOT: who showed you how to march ?	*CHI: one two three four five six seven eight .,"*MOT: who showed you how to march ?	*CHI: Mummy , go and collect that television away ."
10197,*MOT: how many legs has Mama got ?	*CHI: one two three .,*MOT: how many legs has Mama got ?	*CHI: oh dear me .
10198,*MOT: would Eleanor like some passionfruit ?	*CHI: no thank you Mummy .,*MOT: would Eleanor like some passionfruit ?	*CHI: I've got a hat .
10199,*MOT: what's it called ?	*CHI: Po like some .,*MOT: what's it called ?	*CHI: me watch you .
10200,*MOT: put your lady in there and make her go .	*CHI: where's the other one ?,"*MOT: put your lady in there and make her go .	*CHI: , I don't know ."
10201,*MOT: here hand it here .	*CHI: what that go on ?,*MOT: here hand it here .	*CHI: catch them far away .
10202,*MOT: well what's the Big Bad Wolf say ?	*CHI: here's a pig .,*MOT: well what's the Big Bad Wolf say ?	*CHI: yeah guess so .
10203,*MOT: well what did the Big Bad Wolf say Sally ?	*CHI: here's a little pig here .,*MOT: well what did the Big Bad Wolf say Sally ?	*CHI: but I miss Gloria already !
10204,*MOT: hunhunh that's enough .	*CHI: I want my truck !,*MOT: hunhunh that's enough .	*CHI: what does Gambit mean ?
10205,*MOT: won't stay will they ?	*CHI: Mama play with me Mama .,*MOT: won't stay will they ?	*CHI: and you going sit next .
10206,*MOT: what color's that ?	*CHI: balloon hold bear up .,*MOT: what color's that ?	*CHI: I don't have one .
10207,*MOT: what is it ?	*CHI: I all done .,*MOT: what is it ?	*CHI: this go in ?
10208,*MOT: you like that little book ?	*CHI: put it right there .,*MOT: you like that little book ?	*CHI: she still has chickenpox .
10209,*MOT: your panties what ?	*CHI: I pick it up .,*MOT: your panties what ?	*CHI: can I do it ?
10210,"*MOT: yes , darling ?	*CHI: that's like yoga .","*MOT: yes , darling ?	*CHI: yummy yum yum ."
10211,*MOT: why can't Frosty sing ?	*CHI: because it's his birthday .,*MOT: why can't Frosty sing ?	*CHI: Robin a a head .
10212,*MOT: what did we make outside here today ?	*CHI: I don't know .,*MOT: what did we make outside here today ?	*CHI: in our bedroom .
10213,*MOT: and what's he have on his head ?	*CHI: a hm hat .,*MOT: and what's he have on his head ?	*CHI: no it's not .
10214,"*MOT: who's on that soap, cname ?	*CHI: I don't know .","*MOT: who's on that soap, cname ?	*CHI: please , Mum ."
10215,*MOT: should we dry them off with a towel ?	*CHI: I let you go .,*MOT: should we dry them off with a towel ?	*CHI: a yak and a .
10216,"*MOT: is he warm now ?	*CHI: yeah, I'm warm, mommy and daddy .",*MOT: is he warm now ?	*CHI: I'm go have to red chair .
10217,"*MOT: he has eggs ?	*CHI: and with the legs, we just put .",*MOT: he has eggs ?	*CHI: would you make something like that too .
10218,"*MOT: like, skeleton bones, right ?	*CHI: I like skeletons !","*MOT: like, skeleton bones, right ?	*CHI: sorry , Mum ."
10219,*MOT: where'did they go ?	*CHI: shoes are off .,*MOT: where'did they go ?	*CHI: trying a spell .
10220,*MOT: there are lunches at your school aren't there ?	*CHI: yeah but they're never free .,*MOT: there are lunches at your school aren't there ?	*CHI: think Daddy will fix it .
10221,*MOT: what sort of drink ?	*CHI: and one for Gail .,*MOT: what sort of drink ?	*CHI: say fly no deep .
10222,*MOT: where's daddy today ?	*CHI: Daddy's in here .,*MOT: where's daddy today ?	*CHI: no I can't .
10223,"*MOT: Granny lives there , doesn't she ?	*CHI: want to sit down .","*MOT: Granny lives there , doesn't she ?	*CHI: no but there's more ."
10224,*MOT: going see dolphins ?	*CHI: get in bath .,*MOT: going see dolphins ?	*CHI: want my dinner .
10225,"*MOT: must be rough .	*CHI: want to sit down , Mummy ?",*MOT: must be rough .	*CHI: can you get me another one ?
10226,*MOT: are you swimming ?	*CHI: want to put my costumes on .,*MOT: are you swimming ?	*CHI: but that one is to stop .
10227,*MOT: I'll put it on .	*CHI: want some armbands ?,*MOT: I'll put it on .	*CHI: the door door .
10228,*MOT: new one what ?	*CHI: from the basket .,*MOT: new one what ?	*CHI: they're not anything .
10229,*MOT: did you fall in that boat ?	*CHI: it's got a water on it .,*MOT: did you fall in that boat ?	*CHI: can I try hat on me ?
10230,*MOT: you want to unwrap what ?	*CHI: let me have it .,*MOT: you want to unwrap what ?	*CHI: and the castle one .
10231,*MOT: what do you think that is ?	*CHI: put one on your finger .,"*MOT: what do you think that is ?	*CHI: it's, round, here, some, place ."
10232,*MOT: who is that talking ?	*CHI: I won't take him to Santa Claus .,*MOT: who is that talking ?	*CHI: me with my teddies that I brought .
10233,*MOT: where are you going to take him ?	*CHI: in just a minute .,*MOT: where are you going to take him ?	*CHI: ooh like a lion .
10234,*MOT: what did Santa Claus look like ?	*CHI: put one on your finger .,*MOT: what did Santa Claus look like ?	*CHI: I peel them for her .
10235,*MOT: did you sleep on a bed ?	*CHI: look at that puppet .,*MOT: did you sleep on a bed ?	*CHI: Cody broke his motorcycle .
10236,*MOT: how do we get to Santa Claus ?	*CHI: in the car .,*MOT: how do we get to Santa Claus ?	*CHI: oh yeah Evan !
10237,*MOT: should I hold your hand ?	*CHI: now we're there .,*MOT: should I hold your hand ?	*CHI: I won't really .
10238,*MOT: where are we walking ?	*CHI: now we're driving .,*MOT: where are we walking ?	*CHI: a bang now .
10239,*MOT: do we go up an escalator ?	*CHI: now we're stepping on the stairs .,*MOT: do we go up an escalator ?	*CHI: yeah but I don't know when .
10240,*MOT: look at them moving .	*CHI: will you put this one on your other finger ?,"*MOT: look at them moving .	*CHI: I want , I want to play with him ."
10241,*MOT: they're five puppets .	*CHI: will you put this on your other fingers ?,*MOT: they're five puppets .	*CHI: um um um what color is my cheek ?
10242,*MOT: where did you sleep ?	*CHI: in a sleeping bag .,*MOT: where did you sleep ?	*CHI: I want some now .
10243,*MOT: what kind of games did you play with Spencer's daddy ?	*CHI: back in the freezer .,*MOT: what kind of games did you play with Spencer's daddy ?	*CHI: want it in there .
10244,*MOT: he going to what ?	*CHI: better go in his room .,*MOT: he going to what ?	*CHI: can I say hello taperecorder .
10245,*MOT: what's the weather like now ?	*CHI: it's all sunny here .,*MOT: what's the weather like now ?	*CHI: but I want to .
10246,*MOT: does he like to share your toys ?	*CHI: I'll open this .,*MOT: does he like to share your toys ?	*CHI: what is that ?
10247,*MOT: what about your puppets ?	*CHI: he could play with one .,*MOT: what about your puppets ?	*CHI: is he taking a shower ?
10248,*MOT: what are you doing with that paper ?	*CHI: they want a tent .,*MOT: what are you doing with that paper ?	*CHI: where's some other things ?
10249,*MOT: they going to cook supper over on open fire ?	*CHI: they're camping in this tent right here .,*MOT: they going to cook supper over on open fire ?	*CHI: two elephants come down a see Mummy .
10250,*MOT: that's as closed as I can get it .	*CHI: would you close this one ?,*MOT: that's as closed as I can get it .	*CHI: if it doesn't knock over .
10251,*MOT: I think we'll have to buy you some boots .	*CHI: is it closed ?,*MOT: I think we'll have to buy you some boots .	*CHI: I tell her .
10252,*MOT: what's he climbing on ?	*CHI: that little boy .,*MOT: what's he climbing on ?	*CHI: are we going ?
10253,*MOT: do you know ?	*CHI: putting that envelope in there .,*MOT: do you know ?	*CHI: no that is the momma .
10254,*MOT: that's a mailbox .	*CHI: where is it ?,*MOT: that's a mailbox .	*CHI: I don't know .
10255,*MOT: what did you wear ?	*CHI: a raincoat and a rain hat .,*MOT: what did you wear ?	*CHI: don't say you want to what .
10256,*MOT: who do you see in this window ?	*CHI: they have a letter .,*MOT: who do you see in this window ?	*CHI: Mummy put it on .
10257,*MOT: is that what you think should go in this bag ?	*CHI: I'm a indian .,*MOT: is that what you think should go in this bag ?	*CHI: set back up .
10258,*MOT: where are they ?	*CHI: they're in the doggy box .,*MOT: where are they ?	*CHI: I want to do it .
10259,*MOT: where is this man ?	*CHI: riding in the truck .,*MOT: where is this man ?	*CHI: .. special cat food .
10260,*MOT: what's this lady doing ?	*CHI: reading a letter .,*MOT: what's this lady doing ?	*CHI: oh my gosh .
10261,*MOT: what's this lady doing ?	*CHI: that's another gramma .,*MOT: what's this lady doing ?	*CHI: I like them .
10262,*MOT: not the monkey ?	*CHI: a polar bear .,*MOT: not the monkey ?	*CHI: because that was .
10263,*MOT: look at your flippers .	*CHI: what color are yours ?,"*MOT: look at your flippers .	*CHI: right, up, there, mommy ."
10264,*MOT: we can't see her ?	*CHI: let me try .,*MOT: we can't see her ?	*CHI: and there's three .
10265,*MOT: how are you going to make it hot ?	*CHI: with these bubbles .,*MOT: how are you going to make it hot ?	*CHI: pig don't swim .
10266,*MOT: where's that come from ?	*CHI: not by my slippers .,*MOT: where's that come from ?	*CHI: I better blow it .
10267,*MOT: who bought you that ?	*CHI: your keys in here .,"*MOT: who bought you that ?	*CHI: I did it, watch !"
10268,*MOT: is that why you're restocking your shelves ?	*CHI: can you see it's nearly .,*MOT: is that why you're restocking your shelves ?	*CHI: have you got a biscuit ?
10269,*MOT: because I'm going to fry .	*CHI: you want some biscuits ?,*MOT: because I'm going to fry .	*CHI: I can't see him .
10270,*MOT: have you got those orange cards anywhere ?	*CHI: there in here .,*MOT: have you got those orange cards anywhere ?	*CHI: Jeanine drawing television .
10271,*MOT: and then when .	*CHI: do I need a pen ?,*MOT: and then when .	*CHI: going to make your drink .
10272,"*MOT: that's jolly yummy that , Thomas .	*CHI: you taste a teeny ?","*MOT: that's jolly yummy that , Thomas .	*CHI: yeah, the outside maybe ."
10273,*MOT: just pop them in anywhere .	*CHI: now can I do it ?,*MOT: just pop them in anywhere .	*CHI: let's put the light up .
10274,*MOT: will you have some rice ?	*CHI: I don't like chicken .,*MOT: will you have some rice ?	*CHI: Elton John on tellie .
10275,*MOT: we could but I don't think we should .	*CHI: are you ready to have one ?,*MOT: we could but I don't think we should .	*CHI: what do you think I've done ?
10276,*MOT: your little shop is very very useful .	*CHI: what you would like on those shelves ?,*MOT: your little shop is very very useful .	*CHI: shall I find you an yellow one ?
10277,*MOT: what do we have on cornflakes ?	*CHI: cock a doodle doos .,*MOT: what do we have on cornflakes ?	*CHI: that on the floor .
10278,*MOT: because we're running a bit late this .	*CHI: where another sock ?,*MOT: because we're running a bit late this .	*CHI: lion fit on .
10279,"*MOT: come here , Thomas , please .	*CHI: where has another sock gone ?","*MOT: come here , Thomas , please .	*CHI: because Indians always be bad ."
10280,*MOT: have a look at the cooker ?	*CHI: it's no working now .,*MOT: have a look at the cooker ?	*CHI: I want to chat .
10281,*MOT: who has gone behind the Christmas tree ?	*CHI: I see you man .,*MOT: who has gone behind the Christmas tree ?	*CHI: he's not a boy .
10282,*MOT: what does it say ?	*CHI: happy new year .,*MOT: what does it say ?	*CHI: fish those fish .
10283,*MOT: what would you like to say to Daddy ?	*CHI: please a have .,*MOT: what would you like to say to Daddy ?	*CHI: Puss Puss Puss .
10284,*MOT: are you going to sing along ?	*CHI: talking in the telephone .,*MOT: are you going to sing along ?	*CHI: woof woof woof woof .
10285,*MOT: because if you touch the tape it won't work .	*CHI: what's that wheel ?,*MOT: because if you touch the tape it won't work .	*CHI: no want off .
10286,*MOT: what would you like ?	*CHI: play something else .,*MOT: what would you like ?	*CHI: the lion now .
10287,*MOT: who do you think might have that ?	*CHI: post one this broken .,*MOT: who do you think might have that ?	*CHI: what's in the car ?
10288,*MOT: no what's that ?	*CHI: I don't know a cupcake .,*MOT: no what's that ?	*CHI: why you make it dirty ?
10289,*MOT: you like orange juice best ?	*CHI: I want to do this .,*MOT: you like orange juice best ?	*CHI: mm Firstname Firstname and Firstname .
10290,*MOT: what did you say ?	*CHI: turn it on .,*MOT: what did you say ?	*CHI: a breakdown truck ?
10291,*MOT: but then where're we going to go for our tea with Martin ?	*CHI: have fluffy cloud .,*MOT: but then where're we going to go for our tea with Martin ?	*CHI: play with them .
10292,*MOT: do you remember ?	*CHI: that my squeaky .,*MOT: do you remember ?	*CHI: it's a mom .
10293,*MOT: use this paper then ?	*CHI: I do down there .,*MOT: use this paper then ?	*CHI: it's in my pocket !
10294,*MOT: was it good ?	*CHI: want to go now .,*MOT: was it good ?	*CHI: x not got that .
10295,*MOT: is that a splinter that just fell out ?	*CHI: Mummy kiss it .,*MOT: is that a splinter that just fell out ?	*CHI: Anne's baby sleep .
10296,*MOT: or is it an arrow ?	*CHI: that's a chimney .,*MOT: or is it an arrow ?	*CHI: I know it .
10297,*MOT: how many wheels has it got ?	*CHI: two three four five .,*MOT: how many wheels has it got ?	*CHI: where's Action man gone ?
10298,*MOT: what do fires get ?	*CHI: very very hot .,*MOT: what do fires get ?	*CHI: here you are .
10299,*MOT: are they all on your foot ?	*CHI: like a little shoe .,*MOT: are they all on your foot ?	*CHI: have the Fireman Sam .
10300,"*MOT: oh, are you using the credit card machine ?	*CHI: look, it's doing something .","*MOT: oh, are you using the credit card machine ?	*CHI: I don't like it ."
10301,"*MOT: he's a very cute dog !	*CHI: yeah, do you want to pet him ?",*MOT: he's a very cute dog !	*CHI: does he have to go to sleep ?
10302,"*MOT: what is she doing ?	*CHI: hm, look at this .",*MOT: what is she doing ?	*CHI: where the big firework ?
10303,"*MOT: oh, which movie are they going to watch ?	*CHI: , a cartoon about Cat in the Hat .","*MOT: oh, which movie are they going to watch ?	*CHI: shall I tell you what we should play ?"
10304,*MOT: what's the mommy saying ?	*CHI: I had a good sleep .,*MOT: what's the mommy saying ?	*CHI: Mom I just did dishes !
10305,"*MOT: in the van with the dinosaur and the rest of the family .	*CHI: yeah, where he goes ?",*MOT: in the van with the dinosaur and the rest of the family .	*CHI: one two three four .
10306,"*MOT: I can hear some kind of animal .	*CHI: oh, there's, where's the cow ?",*MOT: I can hear some kind of animal .	*CHI: it won't fit there anyway .
10307,*MOT: and here's a cow .	*CHI: this the mommy chick ?,*MOT: and here's a cow .	*CHI: know where I was ?
10308,"*MOT: okay, is everybody safe ?	*CHI: this goes in here .","*MOT: okay, is everybody safe ?	*CHI: I can see it ."
10309,"*MOT: okay, they're all safe now .	*CHI: where this go ?","*MOT: okay, they're all safe now .	*CHI: I don't know ."
10310,*MOT: everybody's safe in the farm .	*CHI: where are my friends ?,*MOT: everybody's safe in the farm .	*CHI: my put mine there .
10311,*MOT: what about the numbers and letters ?	*CHI: no like it .,*MOT: what about the numbers and letters ?	*CHI: I don't know !
10312,"*MOT: what did you draw ?	*CHI: sit there , Mummy .",*MOT: what did you draw ?	*CHI: make a baby one .
10313,*MOT: can you reach ?	*CHI: I have stand up first .,*MOT: can you reach ?	*CHI: they go all back together .
10314,*MOT: how loud did you want it ?	*CHI: lot and lots .,*MOT: how loud did you want it ?	*CHI: Mommy hot dog .
10315,*MOT: are you having a rest now ?	*CHI: want it off .,*MOT: are you having a rest now ?	*CHI: here's a pig .
10316,"*MOT: you can row the boat in this one , can't you ?	*CHI: a hat on there .","*MOT: you can row the boat in this one , can't you ?	*CHI: can I have it ?"
10317,*MOT: and I bet that .	*CHI: night night box !,*MOT: and I bet that .	*CHI: happy to you .
10318,*MOT: what you see there ?	*CHI: um no thanks .,*MOT: what you see there ?	*CHI: say maa maa .
10319,*MOT: oh that's a turtle .	*CHI: you like him too ?,"*MOT: oh that's a turtle .	*CHI: mommy, whatns is it ?"
10320,"*MOT: so she's probably staying there .	*CHI: what, is that a, is that a ambulance bed ?",*MOT: so she's probably staying there .	*CHI: we went to the and the and the stage .
10321,*MOT: you mean a whole a whole lot of ladybugs .	*CHI: yeah and then we will be “yay” !,*MOT: you mean a whole a whole lot of ladybugs .	*CHI: your post it down the post box .
10322,*MOT: I'm not one hundred percent sure but I think that's a boy duck .	*CHI: what about this ?,*MOT: I'm not one hundred percent sure but I think that's a boy duck .	*CHI: it doesn't work .
10323,*MOT: where's that one go ?	*CHI: put his mouth .,*MOT: where's that one go ?	*CHI: getting this one .
10324,*MOT: they're friends too ?	*CHI: this is piglet .,*MOT: they're friends too ?	*CHI: a kicking k .
10325,*MOT: how many sheep ?	*CHI: there is one .,*MOT: how many sheep ?	*CHI: cross meerkat arms .
10326,*MOT: you want to sleep next to a sheep ?	*CHI: he's very soft .,*MOT: you want to sleep next to a sheep ?	*CHI: one back there ?
10327,*MOT: stick him in the bag ?	*CHI: get them out .,*MOT: stick him in the bag ?	*CHI: shall we throw ?
10328,*MOT: what do you think she's doing ?	*CHI: getting something to grow in the garden .,"*MOT: what do you think she's doing ?	*CHI: yeah , stuck to my shoe now ."
10329,*MOT: do you know what sound frogs make ?	*CHI: um ribbit ribbit ribbit ribbit .,*MOT: do you know what sound frogs make ?	*CHI: we have been watching zigzag .
10330,*MOT: do you like pretzels ?	*CHI: but not those kind .,*MOT: do you like pretzels ?	*CHI: where are my toys ?
10331,*MOT: why do you think they might be heavy ?	*CHI: because they're so big .,*MOT: why do you think they might be heavy ?	*CHI: look in the bag .
10332,*MOT: how do you know what corn looks like ?	*CHI: because I seen it before .,*MOT: how do you know what corn looks like ?	*CHI: I can't see her now .
10333,"*MOT: you want to read it again ?	*CHI: someone bring, a girl bringing the food in her house .","*MOT: you want to read it again ?	*CHI: mhm that's how we, that's how we found the treasure ."
10334,*MOT: what do you see there ?	*CHI: want me to skip .,"*MOT: what do you see there ?	*CHI: um, I do know ."
10335,*MOT: looking at pictures .	*CHI: do you think that was wintertime ?,*MOT: looking at pictures .	*CHI: if you had what would happen ?
10336,*MOT: do I know anything like it ?	*CHI: say you give up .,*MOT: do I know anything like it ?	*CHI: and I got piggy .
10337,*MOT: leave Paul here ?	*CHI: that's a good idea .,*MOT: leave Paul here ?	*CHI: to write on yes .
10338,*MOT: Paul will probably cry and then Ursula couldn't hear the taperecorder .	*CHI: what is this ?,*MOT: Paul will probably cry and then Ursula couldn't hear the taperecorder .	*CHI: I want to .
10339,*MOT: it seems to me you place these long ones on top of one another .	*CHI: what about the windows and the floors ?,*MOT: it seems to me you place these long ones on top of one another .	*CHI: six seven eight nine ten eleven thirteen .
10340,*MOT: maybe it's a jet .	*CHI: does jets have motors ?,*MOT: maybe it's a jet .	*CHI: can I hear myself ?
10341,*MOT: put it back in the bag .	*CHI: why you telling me ?,*MOT: put it back in the bag .	*CHI: I pat him hard .
10342,*MOT: you want to do it ?	*CHI: yes this over here .,*MOT: you want to do it ?	*CHI: what the guitar do ?
10343,*MOT: what's that little boy's name ?	*CHI: put water in there .,*MOT: what's that little boy's name ?	*CHI: peanut butter and jelly .
10344,*MOT: what about the book and the door ?	*CHI: I a put belong .,*MOT: what about the book and the door ?	*CHI: it hurt it on .
10345,*MOT: up in the sky ?	*CHI: Adam Adam pencil .,*MOT: up in the sky ?	*CHI: it's a pot .
10346,*MOT: where are you going ?	*CHI: see busy bulldozer .,*MOT: where are you going ?	*CHI: leave on there .
10347,*MOT: is that Pepper ?	*CHI: Adam get you .,*MOT: is that Pepper ?	*CHI: play with that .
10348,*MOT: why did you cry ?	*CHI: because I don't sing .,*MOT: why did you cry ?	*CHI: go to sleep then .
10349,*MOT: do you want to go and see Jwww ?	*CHI: it's not my friend .,"*MOT: do you want to go and see Jwww ?	*CHI: maybe, I don't know ."
10350,*MOT: because if you fall you hurt yourself .	*CHI: and it will break ?,*MOT: because if you fall you hurt yourself .	*CHI: they had a accident .
10351,*MOT: what will you do then ?	*CHI: I go to the Princess Fiona .,*MOT: what will you do then ?	*CHI: do we have one of these ?
10352,*MOT: what's she doing ?	*CHI: she's getting a butterfly .,*MOT: what's she doing ?	*CHI: out of the window .
10353,*MOT: the pair of you .	*CHI: can I have that blanket ?,*MOT: the pair of you .	*CHI: oh Purdie's wiping the windows .
10354,*MOT: where are you ?	*CHI: zero don't know .,*MOT: where are you ?	*CHI: that's a bath .
10355,*MOT: because I'm hungry .	*CHI: can I be Doggy ?,*MOT: because I'm hungry .	*CHI: does this go there ?
10356,*MOT: what did you hear ?	*CHI: heard the hands rubbing in the lorrys .,*MOT: what did you hear ?	*CHI: but I have to count that one .
10357,"*MOT: why are you whispering again , Thomas ?	*CHI: look pussy cat Purdie .","*MOT: why are you whispering again , Thomas ?	*CHI: and I can hide ."
10358,*MOT: what have we got in this box ?	*CHI: a see a rainbow .,*MOT: what have we got in this box ?	*CHI: Laura have two birthday .
10359,*MOT: so what can we see ?	*CHI: baby not inside the box .,*MOT: so what can we see ?	*CHI: mm he's wearing a crown .
10360,"*MOT: oh why not , Thomas ?	*CHI: the eyes come off .","*MOT: oh why not , Thomas ?	*CHI: good morning , hairdresser ."
10361,*MOT: would you like to play with a coathanger ?	*CHI: Mummy do it .,*MOT: would you like to play with a coathanger ?	*CHI: I need it .
10362,*MOT: what else should we have ?	*CHI: I want that .,*MOT: what else should we have ?	*CHI: my Fraser coming .
10363,"*MOT: hold the baby ?	*CHI: no, I try that .",*MOT: hold the baby ?	*CHI: Eve sit my stool .
10364,*MOT: and what's that called ?	*CHI: I want do the .,*MOT: and what's that called ?	*CHI: I got a nose .
10365,*MOT: what are those ?	*CHI: the spoon and fork .,*MOT: what are those ?	*CHI: and there's a squirrel .
10366,*MOT: is that what you think ?	*CHI: there's a cows on a .,*MOT: is that what you think ?	*CHI: there's food in the basket .
10367,*MOT: op is that another sheep ?	*CHI: it's a cow .,*MOT: op is that another sheep ?	*CHI: no in there .
10368,"*MOT: cname, what's on that one ?	*CHI: I take it out .","*MOT: cname, what's on that one ?	*CHI: I want another one ."
10369,*MOT: can you see that ?	*CHI: want these get out .,*MOT: can you see that ?	*CHI: I don't want some .
10370,*MOT: are you done playing with your bubbles ?	*CHI: my hands wash .,*MOT: are you done playing with your bubbles ?	*CHI: that's a Perry .
